timestamp,device_id,device_type,cpu_usage,memory_usage,bandwidth_mbps,latency_ms,packet_loss_percent,error_rate_percent,tcp_connections,udp_connections,disk_io_percent,temperature_c,issue_detected
2023-01-01 02:50:00,DEV-015,Switch,17.73,42.96,536.74,3.99,0.36,0.11,106,51,14.25,43.9,none
2023-01-01 02:55:00,DEV-006,Router,34.72,57.74,628.65,4.68,0.49,0.05,149,74,22.58,40.9,none
2023-01-01 03:00:00,DEV-010,Switch,37.85,58.43,483.69,5.8,0.71,0.08,156,80,20.78,41.1,none
2023-01-01 03:05:00,DEV-028,Workstation,30.43,46.01,717.67,6.92,5.0,0.06,176,83,37.52,41.0,packet_loss
2023-01-01 03:10:00,DEV-039,Server,17.47,32.85,181.42,3.95,0.27,0.11,160,117,27.6,42.1,none
2023-01-01 03:15:00,DEV-036,Router,16.59,45.94,301.97,8.66,0.85,0.08,98,107,19.08,51.2,none
2023-01-01 03:20:00,DEV-008,Workstation,6.15,32.85,500.79,5.09,0.36,0.13,117,77,20.96,47.6,none
2023-01-01 03:25:00,DEV-050,Firewall,40.75,26.55,269.88,7.56,0.6,0.06,196,82,29.43,45.3,none
2023-01-01 03:30:00,DEV-028,Switch,60.98,61.11,462.66,6.94,0.69,0.17,121,93,28.47,36.2,none
2023-01-01 03:35:00,DEV-047,Firewall,12.33,15.57,459.59,6.44,0.95,0.1,198,52,6.37,44.7,none
2023-01-01 03:40:00,DEV-049,Switch,35.84,39.65,189.88,4.82,0.11,0.13,160,61,15.89,39.7,none
2023-01-01 03:45:00,DEV-007,Firewall,29.14,51.51,352.14,6.01,0.34,0.06,146,59,15.57,39.0,none
2023-01-01 03:50:00,DEV-033,Workstation,59.55,40.47,395.04,5.43,0.47,0.09,168,95,15.76,42.1,none
2023-01-01 03:55:00,DEV-024,Switch,25.96,12.43,272.72,7.73,0.99,0.09,167,86,44.63,50.6,none
2023-01-01 04:00:00,DEV-050,Workstation,28.16,28.58,259.03,5.41,0.27,0.03,130,58,33.5,49.4,none
2023-01-01 04:05:00,DEV-039,Firewall,29.97,57.81,511.61,3.28,0.96,0.13,118,76,13.0,38.1,none
2023-01-01 04:10:00,DEV-008,Firewall,43.98,62.97,290.21,6.13,0.3,0.08,132,62,20.39,40.8,none
2023-01-01 04:15:00,DEV-020,Switch,34.15,39.45,139.25,3.18,0.33,0.14,165,60,20.79,48.8,bandwidth_saturation
2023-01-01 04:20:00,DEV-006,Router,5.05,46.57,400.61,6.14,0.27,0.01,101,80,22.08,40.5,none
2023-01-01 04:25:00,DEV-005,Workstation,39.67,20.12,490.09,2.58,0.3,0.1,124,72,28.05,42.1,none
2023-01-01 04:30:00,DEV-009,Server,42.63,26.5,579.47,7.88,0.0,0.06,167,75,22.97,42.0,none
2023-01-01 04:35:00,DEV-011,Firewall,31.39,38.19,675.17,5.51,0.6,0.08,135,71,23.16,42.9,none
2023-01-01 04:40:00,DEV-039,Server,34.44,64.96,630.67,4.35,0.86,0.08,88,59,5.03,43.2,none
2023-01-01 04:45:00,DEV-035,Switch,30.38,60.18,549.04,4.56,0.75,0.0,157,95,8.17,50.7,none
2023-01-01 04:50:00,DEV-026,Firewall,35.18,35.08,594.92,9.54,0.55,0.11,136,63,26.64,40.7,none
2023-01-01 04:55:00,DEV-034,Server,31.18,34.33,571.85,5.67,0.81,0.07,141,60,16.45,46.9,none
2023-01-01 05:00:00,DEV-015,Router,41.46,29.0,630.44,7.71,0.62,0.19,126,55,5.77,52.5,none
2023-01-01 05:05:00,DEV-038,Workstation,39.92,39.4,542.0,2.75,1.23,0.11,153,94,23.85,46.1,none
2023-01-01 05:10:00,DEV-015,Router,18.25,45.72,782.3,7.69,0.98,0.6,120,77,20.45,50.5,high_errors
2023-01-01 05:15:00,DEV-004,Switch,80.0,58.42,476.3,4.15,0.2,0.02,174,81,9.68,38.5,high_cpu
2023-01-01 05:20:00,DEV-022,Router,25.07,60.09,461.06,1.99,0.43,0.09,69,78,18.15,48.5,none
2023-01-01 05:25:00,DEV-018,Server,57.85,53.59,459.67,2.79,1.27,0.1,150,79,21.58,44.3,none
2023-01-01 05:30:00,DEV-009,Workstation,21.51,33.51,495.09,3.91,0.29,0.11,142,110,0.0,50.5,none
2023-01-01 05:35:00,DEV-016,Server,48.81,15.19,448.6,4.26,0.08,0.06,116,115,27.49,51.4,none
2023-01-01 05:40:00,DEV-013,Router,40.94,26.52,421.32,5.98,3.0,0.14,142,72,25.69,47.2,packet_loss
2023-01-01 05:45:00,DEV-023,Server,24.71,53.98,337.84,6.23,0.68,0.08,159,54,27.39,44.1,none
2023-01-01 05:50:00,DEV-047,Router,22.28,52.66,394.35,2.18,0.03,0.13,111,115,3.34,53.5,none
2023-01-01 05:55:00,DEV-042,Router,33.29,38.91,418.26,5.8,0.49,1.0,153,83,17.09,44.7,high_errors
2023-01-01 06:00:00,DEV-022,Router,34.74,19.55,297.77,6.49,0.55,0.09,150,86,15.68,41.1,none
2023-01-01 06:05:00,DEV-013,Workstation,33.06,28.34,561.24,1.59,0.81,0.12,157,99,33.32,50.1,none
2023-01-01 06:10:00,DEV-028,Switch,2.52,24.72,406.28,5.05,0.66,0.06,155,64,15.11,38.0,none
2023-01-01 06:15:00,DEV-016,Router,16.28,23.86,353.62,7.11,0.22,0.23,164,83,13.13,48.5,none
2023-01-01 06:20:00,DEV-036,Router,21.5,41.54,265.2,4.81,0.84,0.06,148,115,14.98,54.1,bandwidth_saturation
2023-01-01 06:25:00,DEV-001,Router,40.75,33.33,594.86,6.95,0.69,0.02,128,75,19.4,48.1,none
2023-01-01 06:30:00,DEV-016,Switch,32.8,24.06,557.03,6.22,0.67,0.15,175,89,19.44,36.7,none
2023-01-01 06:35:00,DEV-031,Switch,36.58,42.57,540.74,2.45,0.18,0.15,148,93,20.23,45.1,none
2023-01-01 06:40:00,DEV-004,Switch,44.21,33.89,514.42,4.08,0.37,0.08,156,70,30.05,40.5,none
2023-01-01 06:45:00,DEV-025,Firewall,27.34,34.81,717.05,5.39,0.81,0.03,158,97,20.66,50.3,none
2023-01-01 06:50:00,DEV-030,Firewall,22.38,57.0,844.83,4.27,0.37,0.17,197,69,16.64,43.6,none
2023-01-01 06:55:00,DEV-047,Workstation,9.98,29.06,349.38,3.46,0.49,0.11,196,60,27.87,43.9,none
2023-01-01 07:00:00,DEV-032,Switch,29.4,48.19,331.59,5.76,0.55,0.12,158,129,14.9,42.3,none
2023-01-01 07:05:00,DEV-014,Router,20.8,33.42,404.39,7.38,0.93,0.07,125,89,15.58,48.2,none
2023-01-01 07:10:00,DEV-035,Router,33.19,21.9,732.13,8.59,0.32,0.08,158,86,25.27,55.1,none
2023-01-01 07:15:00,DEV-004,Router,27.5,30.51,293.1,3.54,0.49,0.19,134,84,19.87,50.9,none
2023-01-01 07:20:00,DEV-033,Workstation,68.06,33.72,426.58,7.09,0.7,0.19,167,72,24.73,50.5,none
2023-01-01 07:25:00,DEV-033,Router,42.46,46.18,660.0,7.34,0.91,0.13,144,82,29.65,40.9,none
2023-01-01 07:30:00,DEV-005,Workstation,35.69,85.0,504.31,7.56,0.56,0.1,109,94,25.16,55.8,high_memory
2023-01-01 07:35:00,DEV-026,Router,25.54,42.72,537.41,8.15,0.47,0.11,168,83,16.43,46.0,none
2023-01-01 07:40:00,DEV-037,Switch,46.26,27.78,519.95,3.6,0.86,0.02,133,87,32.52,44.7,none
2023-01-01 07:45:00,DEV-003,Workstation,21.83,62.67,282.8,1.0,0.63,0.6,119,94,21.95,42.2,high_errors
2023-01-01 07:50:00,DEV-038,Workstation,10.96,50.57,597.53,4.8,1.05,0.05,104,66,19.64,46.2,none
2023-01-01 07:55:00,DEV-017,Switch,26.55,44.32,312.27,7.89,0.48,0.16,160,89,24.56,47.2,none
2023-01-01 08:00:00,DEV-021,Switch,39.81,56.05,529.48,6.42,0.47,0.17,129,116,19.68,37.8,none
2023-01-01 08:05:00,DEV-009,Firewall,32.09,31.93,626.1,3.69,0.37,0.01,136,31,7.33,48.8,none
2023-01-01 08:10:00,DEV-049,Router,41.96,45.21,106.49,4.9,0.5,0.04,195,97,18.23,45.1,bandwidth_saturation
2023-01-01 08:15:00,DEV-037,Router,33.3,85.0,462.92,3.64,0.2,0.09,203,92,15.43,47.9,high_memory
2023-01-01 08:20:00,DEV-033,Firewall,51.16,51.2,508.94,3.71,0.71,0.12,176,92,28.4,42.3,none
2023-01-01 08:25:00,DEV-023,Router,49.94,42.48,811.29,3.62,1.02,0.11,130,70,17.44,47.1,none
2023-01-01 08:30:00,DEV-024,Firewall,38.02,33.22,496.35,9.28,1.02,0.12,151,82,24.91,39.9,none
2023-01-01 08:35:00,DEV-035,Firewall,26.32,20.08,559.88,6.29,0.36,0.18,113,50,21.8,50.2,none
2023-01-01 08:40:00,DEV-042,Workstation,55.44,34.6,198.54,4.92,0.45,0.14,169,48,31.81,51.9,bandwidth_saturation
2023-01-01 08:45:00,DEV-020,Router,20.8,44.86,574.1,5.52,0.33,0.07,149,103,24.35,43.1,none
2023-01-01 08:50:00,DEV-009,Firewall,41.76,5.93,672.31,1.52,0.39,0.04,111,103,16.26,46.7,none
2023-01-01 08:55:00,DEV-007,Workstation,29.48,45.84,511.52,2.43,0.8,0.08,103,71,32.01,49.3,none
2023-01-01 09:00:00,DEV-019,Workstation,24.96,35.92,451.75,9.15,0.61,0.12,180,84,17.93,44.0,none
2023-01-01 09:05:00,DEV-022,Switch,29.12,39.67,609.14,5.1,0.72,0.1,152,40,27.33,46.7,none
2023-01-01 09:10:00,DEV-017,Workstation,45.16,5.36,813.26,4.72,0.83,0.05,168,58,15.01,54.6,none
2023-01-01 09:15:00,DEV-004,Router,27.33,42.72,630.51,5.99,0.55,0.12,222,78,21.61,50.3,none
2023-01-01 09:20:00,DEV-018,Router,46.78,97.85,595.81,2.71,0.99,0.04,159,64,19.49,46.6,high_memory
2023-01-01 09:25:00,DEV-041,Firewall,35.02,45.18,742.06,5.91,0.43,0.15,185,55,24.78,48.5,none
2023-01-01 09:30:00,DEV-029,Workstation,25.73,56.63,477.49,5.25,0.45,0.1,117,51,32.76,40.8,none
2023-01-01 09:35:00,DEV-036,Router,15.33,14.28,404.16,2.35,0.99,0.15,129,125,27.85,43.4,none
2023-01-01 09:40:00,DEV-045,Switch,0.0,67.61,291.56,1.71,0.81,0.22,191,91,24.76,49.3,none
2023-01-01 09:45:00,DEV-024,Workstation,41.59,43.5,515.63,4.87,0.27,0.09,99,78,12.09,39.5,none
2023-01-01 09:50:00,DEV-028,Switch,32.9,56.83,637.75,20.0,0.2,0.15,120,75,24.4,40.2,high_latency
2023-01-01 09:55:00,DEV-003,Firewall,31.79,24.12,409.79,5.64,0.02,0.12,149,91,21.79,51.8,none
2023-01-01 10:00:00,DEV-016,Router,32.09,34.97,518.34,6.09,0.51,0.1,128,66,8.78,53.7,none
2023-01-01 10:05:00,DEV-036,Server,11.55,31.81,392.24,6.79,0.41,0.16,129,85,13.32,55.7,none
2023-01-01 10:10:00,DEV-048,Switch,12.4,43.84,595.07,5.83,0.44,0.09,151,77,27.71,56.1,none
2023-01-01 10:15:00,DEV-016,Switch,21.85,23.69,486.76,10.16,0.26,0.18,200,68,24.55,53.1,none
2023-01-01 10:20:00,DEV-012,Server,24.53,37.69,412.75,2.97,0.31,0.5,151,64,21.87,37.2,high_errors
2023-01-01 10:25:00,DEV-022,Server,35.18,50.13,200.94,5.75,0.87,0.04,200,88,14.36,44.7,none
2023-01-01 10:30:00,DEV-048,Switch,38.59,41.04,580.81,3.16,0.55,0.03,146,61,14.12,51.2,none
2023-01-01 10:35:00,DEV-045,Router,46.59,47.44,336.15,4.37,0.86,0.11,219,87,21.54,43.5,none
2023-01-01 10:40:00,DEV-003,Server,32.23,38.3,606.22,6.91,0.26,0.03,94,90,11.17,34.2,none
2023-01-01 10:45:00,DEV-030,Firewall,36.05,70.05,499.09,6.68,0.52,0.1,177,74,22.14,46.6,none
2023-01-01 10:50:00,DEV-015,Switch,20.2,93.67,473.76,3.49,0.66,0.06,150,79,28.69,47.4,high_memory
2023-01-01 10:55:00,DEV-026,Firewall,29.85,49.95,708.53,6.12,0.5,0.03,118,73,15.12,44.1,none
2023-01-01 11:00:00,DEV-005,Firewall,31.08,46.49,489.43,5.97,0.52,0.0,121,77,10.32,48.0,none
2023-01-01 11:05:00,DEV-033,Server,53.19,54.76,467.98,7.98,0.54,0.08,131,73,16.89,45.9,none
2023-01-01 11:10:00,DEV-035,Firewall,32.64,40.18,565.54,7.38,0.78,0.03,73,98,9.06,43.9,none
2023-01-01 11:15:00,DEV-008,Firewall,12.68,18.52,581.22,6.52,0.33,0.0,133,87,8.17,45.9,none
2023-01-01 11:20:00,DEV-017,Router,30.01,47.09,517.94,3.05,0.86,0.09,149,61,16.45,40.6,none
2023-01-01 11:25:00,DEV-028,Firewall,27.64,60.68,294.21,1.77,0.94,0.09,129,100,15.16,54.1,none
2023-01-01 11:30:00,DEV-021,Server,40.41,34.29,823.6,3.79,0.72,0.11,189,111,20.26,41.2,none
2023-01-01 11:35:00,DEV-033,Router,37.14,32.01,802.01,5.27,0.39,0.11,109,60,29.6,41.7,none
2023-01-01 11:40:00,DEV-037,Switch,14.54,46.59,677.86,6.44,0.8,0.06,107,110,17.42,43.7,none
2023-01-01 11:45:00,DEV-046,Server,50.17,46.82,170.51,9.33,0.31,0.15,151,85,32.23,47.5,bandwidth_saturation
2023-01-01 11:50:00,DEV-044,Switch,38.32,53.02,445.26,3.32,0.19,0.0,211,57,18.23,43.6,none
2023-01-01 11:55:00,DEV-005,Firewall,34.86,49.94,629.07,3.83,0.45,0.11,142,112,23.93,48.7,none
2023-01-01 12:00:00,DEV-043,Router,40.19,54.23,527.15,2.41,0.62,0.07,134,91,29.91,45.1,none
2023-01-01 12:05:00,DEV-020,Workstation,34.88,60.58,536.11,10.2,0.67,0.01,172,87,30.32,48.4,none
2023-01-01 12:10:00,DEV-027,Firewall,28.18,25.46,468.65,3.3,0.33,0.13,200,87,10.43,47.2,none
2023-01-01 12:15:00,DEV-019,Workstation,48.2,32.84,479.9,5.03,0.26,0.13,146,88,12.9,42.8,none
2023-01-01 12:20:00,DEV-027,Server,41.09,35.68,759.04,4.2,0.57,0.15,107,44,7.79,51.3,none
2023-01-01 12:25:00,DEV-012,Workstation,21.98,70.85,415.36,5.37,0.96,0.2,211,104,28.19,48.0,none
2023-01-01 12:30:00,DEV-026,Workstation,41.94,33.54,377.27,4.99,0.45,0.08,170,99,20.71,52.4,none
2023-01-01 12:35:00,DEV-020,Firewall,13.14,37.83,392.48,1.27,0.48,0.09,195,92,11.81,54.3,none
2023-01-01 12:40:00,DEV-038,Workstation,48.58,47.14,466.03,3.08,0.39,0.15,206,110,16.09,39.4,none
2023-01-01 12:45:00,DEV-030,Server,32.38,18.94,548.48,4.7,0.36,0.02,165,69,10.64,30.6,none
2023-01-01 12:50:00,DEV-014,Workstation,29.85,61.43,749.19,4.09,0.32,0.12,120,86,26.13,51.1,none
2023-01-01 12:55:00,DEV-048,Switch,28.77,37.72,368.3,3.35,0.43,0.12,177,63,31.94,43.6,none
2023-01-01 13:00:00,DEV-019,Workstation,29.95,31.2,136.36,6.77,0.72,0.09,152,90,7.5,42.4,none
2023-01-01 13:05:00,DEV-040,Firewall,42.19,85.0,544.03,2.29,0.64,0.1,101,103,14.12,40.9,high_memory
2023-01-01 13:10:00,DEV-044,Firewall,33.28,53.95,347.63,5.12,0.63,0.13,155,72,13.38,45.4,none
2023-01-01 13:15:00,DEV-013,Switch,14.19,85.0,565.48,6.81,0.0,0.05,168,121,20.17,41.4,high_memory
2023-01-01 13:20:00,DEV-031,Workstation,27.53,56.67,403.11,3.4,0.36,0.05,153,112,22.58,43.7,none
2023-01-01 13:25:00,DEV-005,Server,25.9,21.41,632.47,4.84,0.45,0.26,158,64,16.59,50.7,none
2023-01-01 13:30:00,DEV-041,Workstation,31.98,22.91,637.88,3.66,1.06,0.15,136,105,20.54,49.3,none
2023-01-01 13:35:00,DEV-045,Server,37.55,30.01,403.47,7.06,0.4,0.08,121,88,36.5,39.7,none
2023-01-01 13:40:00,DEV-016,Switch,30.65,57.12,488.05,5.9,0.18,0.12,144,99,29.5,57.9,none
2023-01-01 13:45:00,DEV-001,Router,38.98,44.08,529.16,4.29,0.6,0.09,155,106,11.95,50.7,none
2023-01-01 13:50:00,DEV-015,Switch,50.04,38.76,181.72,3.78,0.89,0.1,120,69,26.72,47.7,none
2023-01-01 13:55:00,DEV-045,Workstation,26.71,35.77,441.24,3.16,0.98,0.08,186,110,27.99,42.8,none
2023-01-01 14:00:00,DEV-036,Switch,36.35,39.88,364.44,5.65,0.15,0.16,136,84,22.27,43.7,none
2023-01-01 14:05:00,DEV-008,Server,39.09,34.48,630.69,2.31,0.54,0.2,119,66,24.11,45.9,none
2023-01-01 14:10:00,DEV-030,Workstation,35.55,46.05,595.21,7.22,0.62,0.09,170,117,18.94,40.1,none
2023-01-01 14:15:00,DEV-039,Firewall,46.9,38.73,174.1,6.69,0.34,0.1,159,83,25.68,42.8,none
2023-01-01 14:20:00,DEV-029,Workstation,38.0,37.06,610.82,6.23,0.22,0.15,133,96,22.94,54.2,none
2023-01-01 14:25:00,DEV-033,Server,26.95,35.99,497.09,4.39,0.74,0.02,118,58,27.6,53.6,none
2023-01-01 14:30:00,DEV-036,Server,28.74,38.16,510.51,7.32,0.22,0.11,179,90,21.52,50.0,none
2023-01-01 14:35:00,DEV-048,Server,0.0,48.32,401.89,1.34,0.65,0.17,145,99,32.9,51.6,none
2023-01-01 14:40:00,DEV-049,Switch,54.91,49.09,511.32,1.8,0.43,0.06,215,76,20.99,47.8,none
2023-01-01 14:45:00,DEV-018,Workstation,30.96,60.52,406.6,5.39,0.28,0.03,131,79,16.57,41.5,none
2023-01-01 14:50:00,DEV-016,Firewall,9.21,39.19,274.29,6.52,0.52,0.03,140,64,22.55,51.7,none
2023-01-01 14:55:00,DEV-046,Firewall,2.18,41.57,475.98,6.34,0.56,0.06,140,64,28.61,45.1,none
2023-01-01 15:00:00,DEV-022,Firewall,58.83,39.46,393.74,1.97,0.0,0.02,158,90,7.35,49.5,none
2023-01-01 15:05:00,DEV-006,Switch,23.07,41.95,741.83,6.79,0.42,0.06,85,65,18.31,40.1,none
2023-01-01 15:10:00,DEV-025,Switch,28.35,41.11,466.27,3.7,0.55,0.12,117,108,19.21,45.1,none
2023-01-01 15:15:00,DEV-005,Server,40.94,42.99,642.97,5.57,0.32,0.12,115,82,19.73,44.0,none
2023-01-01 15:20:00,DEV-035,Server,28.39,17.61,417.69,5.19,0.55,0.05,187,62,27.76,47.1,none
2023-01-01 15:25:00,DEV-014,Server,20.63,61.5,320.95,6.84,0.8,0.07,191,74,22.31,46.3,none
2023-01-01 15:30:00,DEV-050,Workstation,28.31,49.92,619.02,1.5,0.89,0.02,180,102,11.27,42.9,none
2023-01-01 15:35:00,DEV-002,Workstation,13.74,37.62,453.79,6.56,0.89,0.17,133,75,6.53,41.0,none
2023-01-01 15:40:00,DEV-001,Firewall,44.8,59.58,314.85,3.82,0.49,0.11,125,88,16.21,44.9,none
2023-01-01 15:45:00,DEV-025,Server,38.52,40.27,434.54,4.78,0.47,0.08,142,111,24.49,43.5,none
2023-01-01 15:50:00,DEV-048,Workstation,40.78,36.19,675.97,5.74,0.47,0.12,102,57,10.45,45.7,none
2023-01-01 15:55:00,DEV-015,Server,56.32,66.97,595.71,6.0,0.0,0.07,126,67,18.65,42.6,none
2023-01-01 16:00:00,DEV-028,Server,0.64,49.17,339.09,21.91,1.12,0.05,74,74,28.81,54.8,high_latency
2023-01-01 16:05:00,DEV-043,Server,11.89,46.16,430.2,4.79,1.29,0.02,157,89,28.69,45.5,none
2023-01-01 16:10:00,DEV-030,Switch,34.96,35.5,540.37,4.31,0.69,0.08,161,79,29.01,44.7,none
2023-01-01 16:15:00,DEV-035,Router,3.74,55.35,364.14,3.69,0.32,0.17,85,142,28.45,46.1,none
2023-01-01 16:20:00,DEV-038,Workstation,29.52,43.63,578.17,6.29,0.67,0.1,144,76,18.44,50.7,none
2023-01-01 16:25:00,DEV-006,Server,39.25,4.92,598.39,5.39,0.49,0.08,183,98,13.82,47.0,none
2023-01-01 16:30:00,DEV-030,Switch,15.77,23.65,405.99,6.72,5.0,0.13,171,90,14.87,47.2,packet_loss
2023-01-01 16:35:00,DEV-021,Switch,42.35,49.26,678.34,6.42,0.61,0.15,149,62,18.7,41.3,none
2023-01-01 16:40:00,DEV-022,Server,20.22,38.47,381.14,4.38,0.0,0.11,150,63,25.27,49.7,none
2023-01-01 16:45:00,DEV-027,Firewall,6.24,31.06,384.63,3.12,0.75,0.09,142,39,25.08,38.8,none
2023-01-01 16:50:00,DEV-031,Router,31.25,43.54,704.1,2.38,0.0,0.11,204,104,21.68,42.5,none
2023-01-01 16:55:00,DEV-004,Firewall,42.46,28.53,571.45,6.01,0.82,0.24,161,69,19.8,36.2,none
2023-01-01 17:00:00,DEV-005,Router,19.93,35.3,421.39,5.3,0.25,0.16,150,79,17.38,45.8,none
2023-01-01 17:05:00,DEV-016,Switch,42.73,29.81,401.28,4.39,0.1,0.06,135,97,22.1,46.0,none
2023-01-01 17:10:00,DEV-040,Switch,43.12,38.57,558.57,4.79,0.58,0.07,76,77,31.38,49.6,none
2023-01-01 17:15:00,DEV-031,Router,44.84,55.05,513.3,5.39,0.31,0.08,168,104,18.88,42.7,none
2023-01-01 17:20:00,DEV-014,Server,30.37,47.43,283.42,1.0,0.33,0.04,134,77,16.37,52.3,none
2023-01-01 17:25:00,DEV-050,Firewall,35.26,43.82,593.33,2.72,0.81,0.1,170,58,7.57,49.1,none
2023-01-01 17:30:00,DEV-039,Router,36.01,29.39,369.55,7.25,0.14,0.18,122,92,17.37,48.0,none
2023-01-01 17:35:00,DEV-011,Firewall,22.2,38.27,506.14,3.0,0.72,0.07,143,60,0.0,44.0,none
2023-01-01 17:40:00,DEV-002,Firewall,66.56,49.64,497.11,4.47,0.51,0.13,114,102,25.72,48.6,none
2023-01-01 17:45:00,DEV-025,Server,36.95,40.46,600.93,6.18,0.39,0.07,153,110,10.09,37.7,none
2023-01-01 17:50:00,DEV-013,Router,32.84,40.83,526.0,5.49,0.43,0.17,101,63,19.17,36.8,none
2023-01-01 17:55:00,DEV-041,Switch,27.74,60.16,503.13,5.46,0.12,0.07,138,73,30.25,47.8,none
2023-01-01 18:00:00,DEV-050,Firewall,13.7,43.18,574.73,7.28,0.97,0.05,125,54,18.13,47.3,none
2023-01-01 18:05:00,DEV-039,Router,45.19,39.31,452.02,5.3,0.25,0.2,101,83,36.19,45.0,none
2023-01-01 18:10:00,DEV-037,Router,27.53,35.94,472.94,7.75,0.0,0.18,107,74,16.57,47.9,none
2023-01-01 18:15:00,DEV-028,Firewall,6.41,45.77,803.65,2.27,0.56,0.54,162,80,14.87,47.4,high_errors
2023-01-01 18:20:00,DEV-022,Router,57.45,37.94,607.96,2.41,0.21,0.12,194,87,17.5,45.0,none
2023-01-01 18:25:00,DEV-032,Router,11.63,47.48,632.35,4.1,0.36,0.11,136,78,36.8,43.8,none
2023-01-01 18:30:00,DEV-024,Server,25.01,32.46,611.63,4.64,0.31,0.17,192,67,5.07,50.0,none
2023-01-01 18:35:00,DEV-028,Switch,20.12,49.72,204.48,6.79,0.14,0.14,150,60,16.74,48.4,none
